electricity,rpm,pressure_steam,vibration,status
197.44,330.15,101.44,37.25,Normal
168.51,497.65,108.13,32.71,Normal
189.15,430.82,104.89,36.12,Maintenance
143.73,426.4,95.7,40.56,Maintenance
148.28,408.87,97.13,32.2,Fail
181.24,515.36,120.65,38.56,Normal
170.16,356.08,100.08,45.39,Maintenance
177.68,455.45,103.24,35.98,Maintenance
160.66,507.64,106.17,37.17,Maintenance
178.39,443.8,86.5,41.26,Normal
189.84,485.72,109.23,43.02,Normal
177.88,451.08,97.31,43.75,Maintenance
199.9,469.42,83.91,33.51,Fail
168.2,424.39,102.95,42.83,Normal
192.42,440.88,90.6,39.37,Normal
175.68,460.58,107.46,37.37,Normal
155.91,367.59,84.56,36.24,Normal
183.23,511.47,95.16,40.97,Fail
169.44,475.72,100.05,39.19,Maintenance
170.27,437.53,107.63,29.72,Normal
192.73,464.6,92.66,36.87,Maintenance
168.97,460.49,99.29,40.49,Normal
169.12,442.65,109.57,40.32,Fail
176.88,458.73,123.89,32.14,Fail
145.29,515.52,101.29,43.88,Maintenance
172.09,418.54,83.59,44.24,Maintenance
189.08,486.15,126.73,43.57,Fail
179.81,433.06,118.07,38.62,Fail
185.38,516.08,116.53,37.78,Maintenance
199.51,501.99,101.64,34.99,Normal
155.35,528.09,109.85,44.8,Normal
167.19,445.6,105.6,39.3,Maintenance
174.34,369.72,90.07,42.84,Maintenance
171.83,542.13,111.6,37.34,Fail
164.0,449.37,108.06,40.98,Maintenance
161.65,558.97,99.28,35.2,Normal
194.77,461.8,94.93,39.3,Fail
168.55,448.38,123.48,45.24,Fail
171.27,440.21,103.96,44.69,Maintenance
158.28,496.61,129.47,56.9,Maintenance
196.32,479.38,117.72,34.64,Fail
161.93,555.42,110.09,47.94,Normal
169.18,435.18,87.46,44.17,Maintenance
176.7,418.65,111.78,43.0,Maintenance
166.99,481.23,89.17,37.73,Normal
160.94,434.88,101.8,36.17,Maintenance
170.79,462.18,100.87,41.45,Fail
145.86,481.58,95.84,39.06,Maintenance
199.9,381.74,92.69,36.07,Maintenance
187.49,434.48,97.92,31.07,Maintenance
159.15,406.93,76.3,47.73,Fail
171.79,462.51,104.32,42.87,Fail
169.11,390.49,101.17,66.07,Maintenance
196.5,461.63,94.86,33.13,Normal
173.81,462.27,99.63,32.86,Fail
160.77,448.51,82.31,35.63,Fail
172.36,471.41,102.77,41.97,Maintenance
192.23,462.31,105.24,38.08,Maintenance
164.77,398.67,85.02,41.69,Normal
199.02,465.54,111.76,38.81,Maintenance
166.66,437.45,91.77,43.51,Normal
182.86,459.04,102.65,40.31,Maintenance
167.5,430.55,91.83,36.52,Normal
171.79,413.3,97.58,39.88,Normal
181.97,518.12,98.03,42.19,Fail
164.23,416.14,110.0,31.22,Normal
151.59,479.65,112.97,35.84,Fail
165.02,476.9,92.45,35.01,Normal
170.02,538.01,91.04,44.72,Maintenance
146.63,369.18,83.44,36.09,Fail
144.56,454.58,99.72,42.47,Maintenance
150.84,427.95,94.3,46.38,Normal
147.72,493.07,104.81,41.27,Fail
158.82,395.61,78.98,33.99,Fail
170.85,508.76,101.02,43.55,Normal
126.04,402.38,77.91,38.17,Normal
178.85,460.45,116.98,41.35,Normal
164.43,444.37,95.78,40.63,Maintenance
202.94,328.79,107.05,40.46,Maintenance
160.09,402.7,102.56,29.56,Maintenance
171.37,459.61,98.46,45.81,Normal
139.97,465.1,120.93,40.61,Normal
143.5,502.33,107.02,42.96,Maintenance
193.81,469.0,101.28,36.26,Normal
169.02,431.64,94.17,49.03,Maintenance
190.74,233.1,113.16,33.27,Fail
170.38,418.05,100.86,35.35,Fail
164.43,353.49,118.21,40.65,Maintenance
174.46,472.33,108.16,39.96,Normal
170.76,431.67,97.49,45.13,Maintenance
146.82,486.14,94.84,46.62,Maintenance
145.54,442.8,110.08,46.01,Fail
186.86,474.95,106.83,35.51,Normal
146.61,371.35,97.02,34.83,Normal
184.23,382.72,109.5,35.25,Normal
177.35,405.35,96.53,41.84,Normal
181.86,425.73,94.37,31.91,Maintenance
195.37,502.88,107.9,44.01,Fail
186.72,424.92,91.1,42.45,Fail
184.37,441.96,96.66,41.02,Normal
187.57,418.99,101.91,37.43,Fail
158.82,450.53,103.34,47.57,Normal
173.71,330.43,103.73,35.11,Normal
166.22,531.46,85.95,43.03,Fail
165.91,521.04,105.73,50.17,Fail
168.22,369.09,87.09,45.57,Maintenance
153.4,577.34,99.95,41.1,Normal
170.02,498.81,93.94,36.6,Maintenance
163.24,442.67,101.49,38.22,Maintenance
163.47,404.02,102.61,45.16,Maintenance
160.92,435.0,105.91,42.91,Maintenance
189.07,386.13,96.49,35.23,Maintenance
166.91,500.45,105.44,38.12,Maintenance
144.23,431.8,92.93,40.8,Maintenance
164.87,477.09,112.45,42.74,Maintenance
174.25,458.88,96.37,39.31,Fail
190.79,442.24,92.7,43.79,Fail
181.82,392.61,89.41,39.85,Maintenance
180.23,455.59,88.65,39.6,Fail
163.84,405.09,88.59,41.68,Normal
167.08,520.03,88.68,49.46,Maintenance
168.62,391.81,106.37,38.2,Maintenance
167.62,389.43,94.8,45.28,Normal
177.41,507.22,121.15,31.83,Fail
195.03,387.44,101.21,39.78,Fail
166.59,362.4,105.95,35.94,Normal
168.07,552.49,105.54,34.82,Normal
186.68,425.08,93.54,42.38,Maintenance
158.57,386.84,109.83,44.67,Normal
148.72,417.54,99.51,41.82,Maintenance
206.93,468.3,96.09,45.79,Normal
177.33,452.76,95.3,35.51,Normal
154.78,533.67,103.9,41.0,Maintenance
184.8,505.03,103.8,34.86,Maintenance
182.02,502.37,110.14,34.39,Normal
159.22,469.14,111.13,43.46,Normal
155.85,545.11,108.61,28.08,Maintenance
175.52,519.35,93.38,44.16,Fail
188.46,309.27,110.36,38.15,Maintenance
171.83,503.01,94.29,33.9,Maintenance
154.85,485.43,91.27,39.12,Maintenance
144.08,455.93,97.46,39.21,Normal
160.68,288.1,86.49,32.34,Maintenance
185.33,347.53,100.25,46.89,Normal
206.69,458.89,71.92,40.31,Normal
177.51,502.36,87.53,48.59,Normal
209.6,430.38,95.84,37.23,Maintenance
178.4,563.14,104.4,46.25,Normal
156.21,432.16,94.04,35.16,Normal
171.63,437.03,99.68,40.53,Maintenance
122.22,378.01,105.96,40.78,Fail
169.75,442.28,98.95,41.48,Maintenance
183.39,438.96,99.6,38.23,Normal
163.93,451.45,95.29,37.28,Fail
170.03,454.12,85.87,39.51,Normal
177.13,473.6,101.38,40.19,Normal
181.77,506.88,90.6,54.19,Fail
173.38,445.35,103.04,38.55,Normal
192.29,479.62,99.5,35.23,Fail
151.31,349.52,108.85,46.96,Fail
159.14,495.57,93.97,43.26,Normal
191.67,463.7,94.22,46.55,Maintenance
160.29,492.52,110.54,43.15,Fail
203.44,367.49,96.07,48.26,Maintenance
187.62,472.0,104.7,32.46,Maintenance
155.86,442.33,121.71,39.4,Maintenance
170.67,480.39,101.02,40.47,Maintenance
186.79,449.87,111.24,35.6,Maintenance
196.07,392.22,99.33,47.43,Maintenance
157.14,470.7,79.93,43.59,Fail
190.11,476.34,100.87,36.29,Normal
168.1,381.65,107.49,35.45,Maintenance
160.73,388.85,91.27,42.34,Maintenance
159.05,427.82,102.7,33.89,Fail
191.77,424.02,97.2,42.93,Normal
194.73,483.64,121.5,40.36,Normal
181.59,437.98,91.36,48.22,Maintenance
165.14,469.48,98.6,37.77,Fail
174.79,449.84,96.26,41.03,Maintenance
147.48,380.19,103.54,44.42,Maintenance
173.91,383.21,74.58,37.71,Fail
148.4,417.34,100.23,36.63,Maintenance
219.42,328.55,108.19,42.61,Maintenance
150.21,342.34,100.39,41.41,Normal
169.2,391.35,90.19,44.22,Fail
196.23,437.95,118.74,38.52,Maintenance
170.12,465.72,101.46,37.89,Maintenance
211.92,436.65,114.53,36.97,Normal
201.24,390.53,108.48,41.51,Maintenance
190.06,461.58,95.79,44.31,Maintenance
167.31,512.06,115.8,48.41,Normal
162.01,400.28,103.95,36.3,Fail
176.31,471.99,94.28,35.5,Maintenance
168.02,479.41,74.94,43.91,Maintenance
206.72,575.94,104.91,48.1,Fail
170.52,451.12,99.35,43.15,Maintenance
160.67,542.38,97.21,41.31,Maintenance
205.28,523.67,92.77,37.87,Normal
162.63,348.68,88.94,36.62,Normal
181.84,470.54,117.53,33.57,Normal
178.61,394.03,119.4,34.21,Fail
171.34,382.11,105.5,42.03,Normal
165.24,532.42,106.43,39.07,Maintenance
182.87,427.79,108.46,38.14,Fail
158.71,459.5,83.91,43.75,Fail
189.64,421.73,92.69,29.58,Fail
172.5,389.66,105.57,34.82,Maintenance
143.56,447.19,106.14,35.88,Normal
165.66,409.26,121.24,38.22,Normal
167.67,438.52,114.13,43.66,Normal
170.12,412.7,84.8,40.48,Fail
171.53,443.78,110.74,32.11,Maintenance
146.57,423.49,106.97,39.12,Fail
186.43,491.81,88.89,35.19,Fail
171.97,484.13,83.01,37.07,Maintenance
176.53,430.52,107.17,47.76,Maintenance
173.96,555.39,103.11,42.62,Normal
163.14,453.39,86.44,43.92,Fail
170.03,379.9,109.34,33.44,Normal
181.68,451.68,116.45,47.52,Maintenance
179.99,466.95,96.93,37.53,Maintenance
202.38,427.86,111.84,42.03,Maintenance
190.78,430.64,97.5,34.42,Fail
181.37,408.91,104.69,33.26,Fail
186.86,472.21,93.55,32.39,Maintenance
166.25,572.39,92.04,47.62,Normal
185.16,368.67,101.48,41.14,Maintenance
141.44,464.65,80.98,37.83,Fail
164.21,338.25,75.45,39.85,Maintenance
214.01,429.43,89.98,39.86,Normal
171.91,367.37,94.36,39.04,Fail
181.7,443.43,85.22,33.97,Normal
183.84,492.56,100.9,36.89,Fail
161.86,515.53,102.58,33.92,Fail
161.47,456.04,104.6,41.66,Fail
159.36,324.78,103.84,44.58,Normal
173.67,469.51,95.71,39.42,Fail
192.15,499.92,86.79,43.98,Fail
157.7,451.78,100.13,33.27,Normal
141.1,435.82,103.3,39.23,Maintenance
168.0,515.59,124.71,43.55,Fail
160.18,343.17,115.49,38.8,Fail
176.23,478.89,86.39,38.16,Normal
192.16,421.61,99.02,42.08,Maintenance
156.34,417.06,113.6,41.11,Fail
158.88,432.15,100.91,37.1,Normal
173.43,442.1,114.35,35.43,Normal
166.7,539.86,98.78,43.12,Fail
191.01,469.77,82.74,33.81,Fail
167.73,461.3,99.71,38.25,Fail
165.11,493.23,103.34,35.97,Normal
178.1,504.2,93.61,30.6,Normal
183.03,443.91,116.0,42.24,Fail
148.45,498.72,116.39,35.22,Normal
183.66,336.22,97.31,40.98,Fail
185.85,456.77,99.45,41.53,Maintenance
170.9,417.04,90.43,54.88,Maintenance
158.11,465.03,95.44,41.44,Maintenance
165.16,406.6,89.7,48.42,Maintenance
176.68,502.94,104.17,40.42,Maintenance
153.79,409.48,112.45,39.54,Fail
161.52,399.6,105.22,41.95,Normal
170.18,458.07,93.62,35.62,Normal
164.19,423.86,100.32,36.63,Maintenance
174.09,459.67,83.59,36.43,Maintenance
176.18,463.46,96.95,51.0,Fail
180.81,497.53,114.53,41.5,Maintenance
175.72,514.15,99.0,34.97,Fail
170.73,548.03,110.48,45.1,Normal
172.11,499.07,105.42,36.67,Maintenance
163.53,464.1,100.03,38.45,Fail
153.23,489.57,91.26,41.38,Maintenance
170.92,389.53,103.54,43.86,Fail
177.46,489.97,84.87,40.42,Fail
157.62,432.96,107.89,49.8,Maintenance
190.5,368.09,108.54,38.68,Fail
172.8,548.08,99.69,43.17,Normal
148.77,455.41,91.75,30.16,Normal
184.75,436.72,88.03,40.68,Fail
186.57,486.26,105.56,28.26,Maintenance
151.89,362.99,89.11,36.05,Fail
170.4,433.39,111.49,34.6,Fail
167.6,441.11,101.91,37.24,Maintenance
192.51,398.52,113.87,34.3,Normal
162.05,398.18,95.52,54.33,Maintenance
148.63,457.73,126.97,37.28,Normal
181.61,355.11,108.7,38.75,Maintenance
188.89,428.77,105.43,47.34,Maintenance
149.36,478.15,111.01,45.8,Normal
185.48,431.04,89.92,44.19,Maintenance
149.91,428.3,105.48,41.79,Fail
160.03,474.07,101.76,39.17,Normal
153.21,423.58,85.33,45.14,Normal
159.3,491.81,101.27,42.43,Maintenance
168.22,490.95,109.23,34.06,Normal
184.8,379.72,89.41,35.93,Normal
181.72,441.84,113.87,36.98,Maintenance
188.15,505.56,98.33,44.93,Maintenance
193.79,426.32,103.46,33.88,Maintenance
184.12,449.93,112.79,35.66,Normal
173.04,527.42,92.44,36.97,Maintenance
171.82,417.71,104.22,52.31,Fail
160.23,519.21,114.45,46.17,Maintenance
174.47,537.51,100.44,48.47,Maintenance
163.49,422.79,117.88,37.14,Maintenance
182.71,456.21,98.87,53.28,Maintenance
167.16,416.41,104.05,42.94,Fail
175.61,487.66,105.66,24.34,Maintenance
180.04,364.65,108.21,44.03,Fail
171.78,455.27,99.84,40.63,Maintenance
183.14,442.32,84.97,30.75,Maintenance
170.88,381.14,110.25,38.11,Maintenance
175.86,516.67,84.9,46.27,Maintenance
177.67,410.77,99.23,40.66,Fail
193.91,424.63,102.48,41.76,Maintenance
168.24,474.18,93.55,36.99,Normal
178.01,523.08,79.63,38.65,Fail
160.46,465.66,101.66,41.6,Maintenance
166.74,498.49,116.65,44.19,Maintenance
163.83,401.5,85.23,45.6,Maintenance
180.75,454.8,101.26,42.82,Normal
194.53,496.94,97.29,41.54,Maintenance
141.74,523.83,97.08,36.65,Normal
149.53,367.25,102.52,37.15,Maintenance
163.65,418.78,116.78,44.4,Normal
160.43,424.42,110.1,47.67,Fail
181.03,424.69,108.94,38.56,Fail
156.16,422.17,110.18,36.2,Fail
166.42,517.04,99.91,40.75,Fail
173.88,434.77,88.34,40.73,Fail
176.63,315.1,86.21,45.06,Normal
153.48,440.32,85.1,42.91,Fail
172.82,415.24,98.37,45.61,Fail
169.44,433.59,89.63,40.88,Fail
177.86,479.44,100.16,40.81,Maintenance
179.32,349.07,93.05,44.65,Fail
205.76,393.3,70.8,40.92,Normal
163.08,352.15,100.42,44.31,Fail
200.25,399.92,87.1,56.85,Fail
161.71,424.9,102.1,38.26,Normal
180.08,435.94,105.04,35.84,Fail
173.23,430.21,93.56,36.82,Normal
173.68,423.05,116.53,44.68,Normal
153.18,395.89,95.44,43.64,Maintenance
181.28,500.76,88.17,45.24,Maintenance
200.37,498.14,99.39,52.81,Fail
143.9,486.08,99.29,41.81,Normal
164.56,515.1,94.52,38.68,Maintenance
178.75,459.86,85.9,37.56,Normal
154.26,514.95,114.47,42.48,Maintenance
174.84,524.22,94.19,34.25,Fail
176.14,487.93,94.62,40.44,Fail
173.39,473.49,86.79,31.56,Normal
184.31,471.25,98.83,40.65,Fail
175.78,396.65,85.93,44.44,Maintenance
169.21,414.0,110.66,41.64,Maintenance
175.69,459.92,86.66,45.82,Maintenance
153.28,475.03,105.61,34.75,Maintenance
212.72,511.69,93.88,44.2,Normal
168.2,430.07,99.99,31.47,Normal
180.38,540.48,81.25,30.56,Fail
158.0,378.95,96.07,37.28,Normal
165.07,524.9,112.3,33.3,Maintenance
143.37,322.43,95.24,45.2,Normal
156.26,445.34,104.14,34.64,Normal
145.03,546.84,102.13,33.96,Fail
168.96,362.86,90.25,35.95,Normal
152.65,409.44,106.64,39.85,Fail
165.46,405.08,98.56,43.75,Maintenance
162.69,400.26,114.75,36.06,Maintenance
190.71,350.82,101.85,48.51,Fail
149.69,440.7,109.12,39.67,Maintenance
153.22,408.74,114.39,43.44,Fail
176.63,458.33,92.35,39.19,Maintenance
201.19,449.47,106.11,37.1,Normal
190.98,488.49,114.35,47.31,Normal
161.16,427.04,98.02,42.45,Maintenance
188.07,406.06,99.47,35.94,Maintenance
173.77,501.92,99.06,35.42,Maintenance
177.41,502.45,111.29,40.69,Fail
186.04,521.38,114.82,40.03,Fail
181.3,402.09,99.76,45.16,Maintenance
156.8,470.23,88.54,41.79,Maintenance
161.23,466.62,91.17,41.19,Normal
179.73,409.37,107.55,43.09,Normal
167.53,514.25,102.0,37.69,Maintenance
174.96,472.82,104.05,37.2,Fail
159.76,486.65,108.07,48.08,Fail
187.21,419.05,102.1,46.42,Normal
162.25,549.74,118.96,43.49,Maintenance
181.65,428.56,105.35,40.07,Fail
181.91,536.76,107.27,49.49,Maintenance
197.93,435.09,81.07,38.71,Fail
161.32,483.05,97.03,44.79,Fail
174.43,454.63,94.16,40.81,Normal
157.39,475.67,91.26,41.16,Normal
198.1,457.9,120.85,28.11,Normal
183.16,452.63,90.0,33.35,Normal
135.94,498.81,107.41,41.86,Normal
184.55,479.19,104.14,36.4,Normal
167.55,398.97,100.2,29.55,Maintenance
182.73,403.21,100.39,41.32,Fail
167.87,514.81,80.53,40.31,Normal
157.4,469.34,99.58,47.38,Maintenance
171.89,421.15,73.38,40.22,Fail
203.13,304.77,101.43,39.83,Fail
158.47,506.02,104.71,36.84,Normal
171.14,480.86,106.49,36.73,Normal
184.08,461.39,91.88,40.35,Maintenance
180.53,453.12,81.13,47.72,Maintenance
173.64,404.93,100.38,39.73,Maintenance
154.37,410.77,86.41,46.08,Fail
198.83,453.65,85.73,36.7,Fail
179.42,438.94,105.74,46.76,Maintenance
193.06,407.38,103.0,39.02,Normal
145.06,411.89,108.81,35.44,Normal
173.1,550.11,109.64,35.6,Maintenance
169.72,473.06,110.4,41.23,Fail
221.85,517.88,92.72,46.05,Fail
167.51,431.57,98.81,40.43,Normal
177.18,408.56,109.51,39.98,Normal
182.57,441.04,118.05,43.41,Normal
166.66,488.09,100.72,38.93,Fail
167.08,439.53,111.7,36.52,Fail
167.51,494.24,86.68,41.31,Fail
173.03,372.6,115.14,33.32,Fail
161.99,460.73,90.96,38.06,Maintenance
176.51,388.45,96.82,46.48,Fail
169.6,386.87,109.72,48.25,Maintenance
170.88,473.9,118.74,28.23,Fail
177.57,466.18,81.73,45.59,Normal
183.41,454.0,95.88,39.08,Normal
143.34,448.82,103.27,40.94,Normal
159.25,432.36,98.68,44.77,Maintenance
161.25,412.8,100.74,30.97,Normal
190.06,374.23,125.07,42.47,Fail
177.44,415.34,96.56,42.03,Fail
159.09,455.33,92.66,43.94,Fail
206.25,398.58,105.03,39.58,Normal
172.6,505.09,94.33,38.59,Maintenance
165.4,401.51,113.02,40.28,Maintenance
172.04,412.25,95.52,34.74,Normal
161.08,445.47,85.97,40.5,Normal
167.62,427.88,116.59,44.56,Fail
183.37,378.61,99.52,47.92,Maintenance
172.55,466.54,109.88,39.78,Normal
179.58,508.22,95.99,35.76,Fail
176.27,394.83,97.01,41.73,Maintenance
163.74,451.71,91.85,44.56,Maintenance
175.01,433.17,111.04,33.66,Normal
157.4,356.39,91.93,30.17,Maintenance
190.77,439.91,92.04,40.72,Maintenance
133.0,490.91,91.1,41.21,Fail
179.57,391.19,110.01,31.29,Fail
163.7,519.86,103.03,43.55,Maintenance
182.21,339.17,100.7,34.61,Maintenance
180.83,431.31,101.75,31.71,Normal
157.67,521.06,111.77,41.18,Fail
162.06,492.99,83.85,38.52,Fail
185.79,368.97,87.77,43.57,Fail
181.18,449.3,115.87,42.62,Fail
194.83,451.46,99.46,35.46,Normal
190.29,480.05,90.83,39.41,Normal
163.56,424.77,96.11,32.7,Normal
183.33,434.24,105.84,50.37,Fail
206.38,347.27,98.52,36.98,Fail
186.23,452.98,87.84,39.48,Maintenance
185.66,450.61,97.08,43.52,Fail
178.57,468.5,93.03,42.3,Normal
178.36,461.9,84.33,32.94,Normal
184.82,486.63,93.78,42.61,Maintenance
190.02,520.95,93.69,39.14,Normal
195.21,458.74,96.63,38.9,Maintenance
142.14,290.73,95.64,34.77,Maintenance
169.91,445.11,96.22,51.31,Normal
192.97,397.53,96.99,45.65,Normal
176.05,361.68,126.06,43.2,Fail
168.51,471.74,121.83,52.81,Fail
170.09,388.46,84.38,43.99,Fail
177.68,406.85,94.47,34.47,Normal
193.58,452.58,115.56,36.09,Normal
179.51,476.57,114.26,49.77,Maintenance
153.05,453.92,82.81,38.75,Maintenance
196.24,412.25,99.29,40.43,Normal
169.72,412.85,97.83,49.24,Maintenance
159.89,488.97,102.13,43.66,Normal
139.41,469.21,112.42,32.96,Fail
149.52,503.7,100.96,43.45,Fail
166.96,437.54,105.03,38.69,Maintenance
175.4,485.78,106.02,38.15,Maintenance
175.65,540.36,136.03,37.16,Normal
178.44,394.84,89.68,43.75,Normal
161.9,297.43,99.77,44.53,Normal
168.58,395.56,101.11,46.47,Normal
179.81,458.86,105.59,31.45,Maintenance
178.84,407.64,100.08,39.1,Normal
189.29,453.8,82.49,37.41,Normal
172.99,482.74,93.99,41.71,Fail
172.01,454.44,80.99,36.71,Maintenance
135.23,470.5,91.89,43.47,Normal
183.19,483.53,100.94,46.37,Normal
191.49,476.28,92.48,34.04,Normal
184.31,381.52,106.71,32.73,Maintenance
188.78,456.5,96.51,34.96,Maintenance
157.03,311.82,94.32,40.59,Fail
175.9,467.87,104.62,41.55,Maintenance
190.25,403.82,97.6,39.72,Fail
177.68,546.66,114.51,49.4,Maintenance
189.56,454.35,93.72,40.41,Fail
167.86,459.9,104.87,40.41,Normal
199.12,505.1,103.5,30.69,Fail
163.9,382.17,73.58,41.21,Fail
162.76,434.64,95.27,39.06,Fail
159.67,509.49,106.5,38.47,Maintenance
152.17,517.6,104.64,29.59,Maintenance
205.89,494.28,127.14,49.59,Normal
183.59,414.77,97.7,52.74,Fail
163.42,398.62,92.95,34.52,Fail
171.54,484.95,96.29,34.61,Fail
167.64,480.08,100.74,43.31,Fail
142.17,500.85,96.78,52.29,Maintenance
144.75,370.25,96.54,46.11,Fail
197.15,444.3,112.91,47.72,Maintenance
189.5,448.13,99.76,35.53,Normal
185.98,335.82,94.46,41.97,Normal
154.34,339.82,97.49,44.96,Normal
151.09,437.17,87.37,34.94,Fail
159.39,483.65,110.81,36.74,Normal
173.5,546.55,71.45,42.43,Normal
167.65,426.98,103.48,35.32,Fail
158.6,381.48,99.1,46.23,Maintenance
156.45,476.61,103.09,38.11,Normal
157.03,485.5,109.96,28.98,Maintenance
180.8,424.84,87.01,38.76,Maintenance
151.99,464.42,95.61,52.86,Fail
190.15,474.97,94.3,37.29,Maintenance
141.33,431.62,79.86,48.63,Normal
175.79,573.27,116.28,41.23,Normal
176.82,364.5,111.1,51.69,Normal
131.12,459.36,103.48,43.94,Fail
148.53,484.07,112.96,38.15,Maintenance
153.17,398.57,109.72,38.47,Fail
163.87,440.57,125.56,38.16,Normal
167.39,275.55,97.45,38.19,Fail
175.25,440.53,104.28,28.73,Normal
184.78,540.27,104.58,51.34,Normal
137.73,451.09,91.38,32.81,Maintenance
160.64,471.42,97.39,41.71,Fail
148.94,488.53,114.24,38.5,Maintenance
161.05,362.25,108.43,43.36,Normal
165.42,391.24,90.44,37.03,Maintenance
175.74,445.67,96.27,37.64,Normal
186.56,513.57,91.45,42.18,Fail
178.83,440.49,102.75,41.34,Fail
165.69,476.44,111.89,44.09,Fail
185.19,389.81,87.0,39.44,Maintenance
174.46,486.47,113.43,35.14,Normal
193.73,462.74,107.59,46.43,Normal
169.14,436.96,103.14,34.24,Fail
161.09,499.92,98.14,39.12,Normal
172.19,512.77,108.55,45.37,Normal
177.34,347.74,98.78,40.12,Maintenance
186.47,463.73,90.36,48.69,Fail
174.82,495.64,86.34,39.43,Normal
164.94,417.24,111.33,37.97,Maintenance
194.65,517.98,98.07,44.46,Fail
210.36,495.52,101.51,42.9,Normal
148.45,442.31,88.55,34.48,Maintenance
151.99,418.65,106.3,35.96,Maintenance
177.03,508.45,92.21,36.98,Fail
172.31,431.27,93.69,46.31,Maintenance
190.22,442.09,88.1,31.58,Fail
155.12,397.95,110.94,40.38,Maintenance
167.25,498.04,86.43,38.96,Maintenance
187.61,455.02,102.41,48.26,Maintenance
165.87,363.65,101.45,42.35,Fail
158.14,390.64,103.78,38.85,Normal
184.19,370.26,92.99,43.59,Fail
159.99,455.82,134.17,35.91,Normal
144.03,441.76,105.27,44.07,Normal
196.88,509.65,113.89,45.76,Normal
181.5,363.74,91.14,40.28,Fail
187.03,440.12,102.0,39.78,Normal
166.28,421.17,118.38,50.75,Maintenance
183.01,483.46,96.89,37.21,Fail
170.96,501.18,90.1,36.58,Normal
159.72,372.61,115.27,40.49,Fail
182.05,480.44,90.37,48.69,Maintenance
161.85,473.71,98.34,34.09,Maintenance
175.64,417.51,102.65,32.77,Normal
172.86,354.75,93.12,40.47,Normal
179.09,389.45,106.72,36.81,Fail
159.56,475.31,105.0,41.08,Normal
154.93,417.73,96.1,42.1,Normal
184.7,478.95,129.28,31.2,Maintenance
172.24,451.39,131.17,42.16,Fail
172.91,449.43,100.44,42.55,Fail
159.69,399.43,97.52,47.25,Fail
160.85,509.05,102.91,33.4,Normal
169.27,548.69,92.5,38.93,Normal
205.1,415.73,88.69,48.54,Maintenance
177.94,416.7,104.81,38.07,Maintenance
168.67,486.13,117.58,40.79,Normal
145.85,358.9,101.08,32.42,Maintenance
145.36,389.34,101.36,47.41,Normal
166.41,354.71,124.79,41.64,Normal
175.98,408.23,101.15,32.11,Maintenance
174.54,449.36,96.59,35.89,Normal
168.98,501.18,96.15,46.76,Normal
171.44,520.75,86.16,42.2,Normal
199.68,433.42,104.44,42.03,Fail
167.08,537.62,91.02,39.61,Maintenance
180.1,457.47,81.69,40.89,Normal
199.0,529.9,97.83,45.66,Fail
214.1,504.36,81.64,46.65,Normal
170.36,453.75,95.21,47.44,Fail
159.61,477.54,95.72,46.76,Normal
186.14,415.91,109.72,42.13,Fail
152.85,451.29,113.58,44.45,Normal
155.54,436.79,107.71,45.3,Normal
171.37,412.91,98.64,40.35,Normal
188.41,428.42,98.69,39.53,Maintenance
189.11,397.05,103.56,43.91,Normal
155.84,499.17,100.07,31.54,Maintenance
182.19,493.74,119.54,56.49,Maintenance
189.09,457.05,108.44,40.0,Normal
156.22,420.53,92.85,45.07,Fail
155.07,389.29,99.86,37.3,Maintenance
197.03,554.79,116.87,39.97,Normal
170.96,331.05,94.44,37.93,Fail
167.96,413.12,82.61,38.78,Fail
185.64,554.57,94.49,39.57,Normal
193.69,379.0,92.44,50.19,Maintenance
149.96,413.5,106.16,36.64,Normal
167.45,579.75,92.18,42.69,Maintenance
176.68,461.38,106.99,41.37,Fail
196.59,463.29,101.15,34.23,Fail
178.52,514.06,88.64,47.73,Fail
165.6,375.22,80.01,43.17,Fail
180.08,471.46,103.86,35.41,Normal
145.11,352.91,83.22,36.03,Fail
175.9,520.61,110.78,42.44,Fail
188.87,482.68,91.01,46.31,Normal
161.23,510.39,95.38,38.68,Fail
137.7,501.77,108.56,47.96,Fail
161.1,388.77,101.19,35.45,Maintenance
179.87,497.86,98.29,38.72,Fail
147.37,495.87,102.76,49.47,Fail
172.02,499.11,89.29,32.95,Maintenance
175.18,525.65,108.8,40.16,Fail
155.19,462.09,96.63,42.66,Fail
161.48,481.46,110.17,30.48,Fail
171.96,423.74,99.24,40.49,Maintenance
179.84,461.23,106.64,39.85,Maintenance
161.89,489.13,102.91,32.53,Maintenance
158.44,536.67,104.49,36.41,Fail
151.12,394.88,94.09,40.78,Fail
167.8,311.49,107.25,44.81,Fail
164.37,450.05,92.12,34.9,Normal
158.7,422.18,90.75,41.45,Fail
166.96,453.83,115.28,45.56,Fail
199.44,436.07,111.84,34.84,Maintenance
174.2,462.41,105.0,34.74,Fail
170.89,456.13,94.57,47.86,Maintenance
190.9,467.19,110.19,47.12,Fail
182.29,440.91,116.6,37.79,Fail
193.77,438.86,110.18,33.05,Fail
176.61,366.3,119.32,42.6,Fail
180.89,462.09,103.8,40.82,Maintenance
155.15,450.74,111.84,39.13,Normal
175.87,424.02,124.37,51.83,Maintenance
166.01,498.77,106.14,42.61,Fail
183.73,414.46,116.32,43.67,Maintenance
164.36,504.03,88.05,44.28,Normal
153.45,426.27,97.13,28.73,Maintenance
